geneId,diseaseId,score,ei,el,yearInitial,yearFinal,g_source
5897,C1832322,0.90,1.00,strong,1992,2016,ALL
5897,C2673536,0.70,1.00,NULL,2000,2016,ALL
5897,C2700553,1.00,1.00,strong,1998,2019,ALL
5903,C2675556,0.70,1.00,NULL,1989,2016,ALL
5914,C0023487,0.70,0.98,NULL,1990,2020,ALL
5915,C3809803,0.70,1.00,NULL,2013,2016,ALL
5921,C1842180,0.80,1.00,strong,2003,2020,ALL
5921,C4721806,0.61,1.00,NULL,2001,2001,ALL
5921,C4747394,0.60,1.00,NULL,2003,2015,ALL
5925,C0005684,0.61,1.00,NULL,2002,2002,ALL
5925,C0006142,0.60,0.96,NULL,1992,2020,ALL
5925,C0029463,0.70,1.00,NULL,1987,2017,ALL
5925,C0035335,0.80,0.99,NULL,1984,2020,ALL
5925,C0149925,0.72,1.00,NULL,2012,2018,ALL
5925,C0678222,0.60,0.96,NULL,1989,2020,ALL
5925,C0751483,0.60,0.93,NULL,1992,2019,ALL
5950,C3554593,0.70,1.00,strong,1999,2017,ALL
5950,C4225330,0.60,1.00,NULL,2015,2015,ALL
5956,C0339537,0.97,1.00,strong,1993,2019,ALL
5956,C3887980,0.62,1.00,NULL,2002,2019,ALL
5961,C0311338,0.70,1.00,limited,1993,1993,ALL
5961,C1842475,0.91,1.00,limited,1985,2016,ALL
5961,C1842914,0.75,1.00,limited,1997,2016,ALL
5961,C2751290,0.70,1.00,limited,2006,2016,ALL
5961,C4551999,0.60,1.00,limited,1993,2016,ALL
5972,C0020538,0.60,0.97,NULL,1975,2020,ALL
5972,C0149721,0.60,0.94,NULL,1993,2018,ALL
5972,C0266313,0.79,0.90,NULL,2005,2019,ALL
5972,C2751310,0.71,1.00,NULL,2009,2009,ALL
5978,C0027708,0.61,1.00,NULL,2015,2015,ALL
5978,C3891301,0.70,1.00,NULL,2015,2015,ALL
5979,C0009402,0.60,1.00,NULL,2008,2019,ALL
5979,C0019569,0.70,0.98,NULL,1993,2019,ALL
5979,C0025268,0.80,0.99,NULL,1990,2019,ALL
5979,C0025269,1.00,1.00,NULL,1992,2019,ALL
5979,C0027662,0.70,0.98,strong,1994,2018,ALL
5979,C0031511,1.00,0.96,NULL,1990,2019,ALL
5979,C0040136,0.70,0.99,NULL,1992,2019,ALL
5979,C0238462,0.70,0.95,strong,1992,2020,ALL
5979,C0238463,0.60,0.97,NULL,1989,2020,ALL
5979,C0549473,0.80,0.99,NULL,1991,2019,ALL
5979,C1275808,0.75,1.00,NULL,1996,2017,ALL
5979,C1609433,0.74,1.00,strong,2001,2014,ALL
5979,C1833921,0.80,0.96,NULL,1993,2019,ALL
5979,C3888239,0.60,1.00,NULL,1994,2011,ALL
6010,C0035334,0.70,0.99,strong,1978,2020,ALL
6010,C0311338,0.71,1.00,limited,1987,1996,ALL
6010,C0339535,0.80,1.00,strong,1993,2016,ALL
6010,C1405854,0.72,1.00,strong,1996,2005,ALL
6010,C1864869,0.90,1.00,limited,1993,2011,ALL
6010,C3151001,0.91,1.00,NULL,1990,2018,ALL
6023,C0220748,0.70,1.00,NULL,1982,2020,ALL
6023,C1834821,0.63,1.00,NULL,1990,2007,ALL
6041,C2931456,0.70,0.96,NULL,2002,2017,ALL
6098,C0152013,0.70,1.00,NULL,2012,2020,ALL
6103,C0035334,0.80,1.00,strong,1995,2019,ALL
6103,C1844776,0.80,1.00,NULL,1998,2003,ALL
6103,C1845667,0.97,1.00,NULL,1996,2014,ALL
6103,C2749137,0.70,1.00,NULL,1998,2006,ALL
6121,C0035304,0.60,1.00,strong,2014,2014,ALL
6121,C0035334,0.80,1.00,moderate,1998,2019,ALL
6121,C0339527,0.80,0.99,definitive,1997,2020,ALL
6121,C1859844,0.96,0.98,NULL,1997,2018,ALL
6121,C3151086,0.91,1.00,moderate,1998,2018,ALL
6197,C0265252,1.00,0.98,definitive,1996,2020,ALL
6197,C0796225,0.71,1.00,strong,1996,2006,ALL
6223,C1260899,0.70,0.98,strong,1992,2020,ALL
6223,C2676137,0.69,0.94,NULL,1985,2018,ALL
6247,C0271091,0.80,0.99,NULL,1999,2020,ALL
6247,C3714753,0.81,1.00,limited,1997,2017,ALL
6261,C0024591,0.90,0.96,strong,1990,2020,ALL
6261,C0751951,1.00,1.00,NULL,1993,2019,ALL
6261,C1850674,0.80,1.00,NULL,2002,2019,ALL
6261,C2930980,0.70,1.00,strong,1991,2017,ALL
6262,C0042514,0.70,1.00,NULL,2002,2019,ALL
6262,C1631597,1.00,1.00,NULL,2001,2020,ALL
6262,C1832931,0.91,1.00,NULL,2001,2017,ALL
6281,C0011570,0.60,1.00,NULL,2006,2019,ALL
6281,C0011581,0.60,1.00,NULL,2006,2019,ALL
6285,C0005586,0.74,1.00,NULL,2004,2017,ALL
6285,C0011570,0.60,1.00,NULL,1996,2020,ALL
6310,C0752120,1.00,0.98,NULL,1980,2020,ALL
6311,C0002736,0.70,0.97,NULL,2006,2019,ALL
6311,C0752121,0.90,1.00,NULL,1997,2019,ALL
6314,C0752125,0.80,0.99,NULL,1997,2019,ALL
6323,C0009952,0.70,0.94,NULL,2002,2020,ALL
6323,C0751122,0.90,0.97,definitive,2001,2020,ALL
6323,C1858673,0.73,1.00,NULL,2000,2012,ALL
6323,C1864987,0.70,1.00,moderate,2000,2018,ALL
6323,C3502809,0.60,0.98,definitive,2000,2017,ALL
6323,C4551549,0.80,1.00,NULL,2000,2018,ALL
6326,C0220669,0.60,1.00,strong,2002,2019,ALL
6326,C1843140,0.66,0.97,NULL,2001,2018,ALL
6326,C3150987,0.70,1.00,NULL,2004,2019,ALL
6329,C0027125,0.62,1.00,NULL,1993,2008,ALL
6329,C0221055,0.80,0.98,NULL,1992,2019,ALL
6329,C0238357,1.00,1.00,NULL,1989,2019,ALL
6329,C0238358,0.90,1.00,NULL,2001,2019,ALL
6329,C0751882,0.64,1.00,NULL,2003,2016,ALL
6329,C2750061,0.73,1.00,NULL,1999,2019,ALL
6329,C2931826,0.79,1.00,NULL,1993,2019,ALL
6329,C3280112,0.60,1.00,NULL,2003,2016,ALL
6331,C0007193,0.70,1.00,strong,1998,2018,ALL
6331,C0023976,0.70,0.99,strong,1995,2020,ALL
6331,C0038644,0.80,0.96,NULL,1995,2018,ALL
6331,C0340493,0.70,1.00,moderate,2000,2016,ALL
6331,C1142166,1.00,0.98,definitive,1995,2020,ALL
6331,C1832680,0.90,1.00,NULL,1995,2017,ALL
6331,C1837845,0.71,1.00,NULL,1995,2012,ALL
6331,C1859062,1.00,1.00,NULL,1995,2018,ALL
6331,C1879286,0.98,1.00,NULL,1995,2013,ALL
6331,C3151464,0.70,1.00,NULL,1995,2012,ALL
6331,C4551804,0.91,1.00,NULL,1995,2018,ALL
6334,C0014544,0.90,0.97,NULL,2007,2020,ALL
6334,C3280415,0.60,1.00,NULL,2012,2016,ALL
6334,C3281191,0.72,1.00,NULL,2002,2017,ALL
6334,C3714756,0.67,1.00,strong,2006,2019,ALL
6334,C4310728,0.70,1.00,NULL,2014,2016,ALL
6335,C0002768,0.60,1.00,limited,2004,2018,ALL
6335,C0014805,0.80,1.00,NULL,2004,2017,ALL
6335,C1833661,0.80,1.00,NULL,2004,2018,ALL
6335,C1855739,0.80,0.95,NULL,2004,2018,ALL
6335,C2751778,0.70,1.00,NULL,1979,2014,ALL
6336,C0020429,0.62,1.00,NULL,2006,2017,ALL
6336,C1142166,0.80,0.93,disputed,1998,2019,ALL
6336,C3809893,0.70,1.00,NULL,2005,2016,ALL
6347,C0010054,0.60,0.96,NULL,2001,2020,ALL
6347,C0011881,0.60,0.97,NULL,2000,2020,ALL
6347,C0020538,0.60,1.00,NULL,2006,2019,ALL
6347,C0028754,0.60,1.00,NULL,2005,2020,ALL
6356,C0004096,0.70,0.95,NULL,1995,2019,ALL
6364,C0009324,0.64,1.00,NULL,2004,2017,ALL
6389,C0023264,0.73,0.92,moderate,1992,2017,ALL
6389,C0238198,0.70,1.00,strong,2004,2019,ALL
6389,C1855008,0.70,1.00,NULL,2000,2017,ALL
6389,C3150898,0.60,1.00,NULL,2010,2016,ALL
6389,C3279992,0.70,1.00,strong,2000,2017,ALL
6390,C0030421,0.70,0.98,NULL,2001,2020,ALL
6390,C0031511,0.80,0.99,NULL,1982,2020,ALL
6390,C0238198,0.80,0.97,NULL,1982,2019,ALL
6390,C1861848,0.71,1.00,NULL,1982,2017,ALL
6391,C0238198,0.80,0.97,strong,2000,2019,ALL
6391,C1708353,0.61,1.00,definitive,2000,2018,ALL
6391,C1847319,0.62,1.00,NULL,2008,2013,ALL
6392,C0030421,0.80,0.99,strong,1996,2020,ALL
6392,C0031511,0.80,0.99,strong,2000,2020,ALL
6392,C1708353,0.60,1.00,definitive,1997,2015,ALL
6392,C1847319,0.76,1.00,strong,2000,2019,ALL
6392,C1855008,0.72,1.00,NULL,2012,2015,ALL
6418,C4748195,0.60,1.00,strong,2014,2018,ALL
6424,C0265294,0.73,1.00,strong,2012,2019,ALL
6439,C0024115,0.60,1.00,NULL,1995,2018,ALL
6439,C1968602,0.70,1.00,strong,1994,2015,ALL
6440,C1970470,0.70,1.00,strong,2001,2009,ALL
6441,C0024117,0.70,0.92,NULL,2001,2019,ALL
6442,C2936332,1.00,1.00,NULL,1994,2019,ALL
6443,C1858593,0.96,1.00,strong,1995,2018,ALL
6445,C0410173,1.00,1.00,strong,1995,2018,ALL
6445,C0686353,0.60,1.00,strong,1995,2020,ALL
6448,C0026706,0.89,1.00,NULL,1997,2019,ALL
6448,C0086647,0.80,1.00,NULL,1991,2019,ALL
6469,C0079541,0.70,1.00,NULL,1994,2018,ALL
6469,C1840235,0.72,1.00,strong,2001,2007,ALL
6469,C1840529,0.90,1.00,NULL,1995,2013,ALL
6473,C0265309,0.80,0.96,NULL,1999,2019,ALL
6473,C0432230,0.80,0.96,NULL,2000,2019,ALL
6473,C1845118,0.71,1.00,NULL,2017,2017,ALL
6476,C1283620,0.79,1.00,strong,1996,2018,ALL
6495,C0265234,0.90,1.00,definitive,1998,2018,ALL
6495,C1842124,0.72,1.00,NULL,1998,2019,ALL
6495,C1854594,0.60,1.00,NULL,1998,2009,ALL
6502,C2239176,0.60,1.00,NULL,1998,2019,ALL
6506,C4310717,0.70,1.00,strong,2012,2018,ALL
6513,C0036572,0.70,1.00,strong,1998,2018,ALL
6513,C1832855,0.71,1.00,NULL,2008,2016,ALL
6513,C1837206,0.70,1.00,NULL,2011,2014,ALL
6513,C1842534,0.75,1.00,NULL,2000,2019,ALL
6513,C1847501,0.80,0.98,definitive,1989,2019,ALL
6513,C3553859,0.60,1.00,strong,2000,2015,ALL
6513,C3714756,0.65,1.00,strong,2010,2017,ALL
6513,C4551966,0.70,1.00,definitive,1989,2018,ALL
6514,C3495427,0.80,0.97,NULL,1997,2019,ALL
6517,C0011860,0.80,0.95,NULL,1990,2020,ALL
6519,C0010691,1.00,0.99,definitive,1993,2019,ALL
6521,C0001126,0.69,1.00,NULL,1996,2013,ALL
6521,C0013902,0.62,1.00,NULL,1992,2005,ALL
6521,C0037889,0.60,1.00,NULL,1992,2019,ALL
6521,C1704380,0.80,0.96,NULL,1997,2019,ALL
6521,C1861453,0.75,1.00,strong,1991,2019,ALL
6521,C1862322,0.80,0.96,strong,1991,2019,ALL
6521,C1969038,0.70,1.00,NULL,1998,2004,ALL
6521,C2675212,0.90,1.00,NULL,1991,2005,ALL
6523,C0268186,0.80,1.00,strong,1991,2019,ALL
6524,C0017980,0.80,1.00,strong,2002,2020,ALL
6528,C1848805,0.70,1.00,NULL,1997,2016,ALL
6530,C1535893,0.61,1.00,NULL,2000,2003,ALL
6531,C0036341,0.60,0.96,NULL,1993,2020,ALL
6531,C2751067,0.80,1.00,NULL,2009,2019,ALL
6531,C4747621,0.60,1.00,NULL,2009,2014,ALL
6532,C0003469,0.60,0.95,NULL,1997,2019,ALL
6532,C0005586,0.60,1.00,NULL,1995,2019,ALL
6532,C0011570,0.60,1.00,NULL,1997,2020,ALL
6532,C0011581,0.70,1.00,NULL,1997,2020,ALL
6532,C0038644,0.80,0.93,NULL,2001,2014,ALL
6535,C1845862,1.00,1.00,NULL,2001,2019,ALL
6556,C0041296,0.60,0.97,NULL,1994,2019,ALL
6559,C0268450,0.90,1.00,strong,1996,2020,ALL
6566,C1855577,0.70,1.00,strong,2000,2003,ALL
6566,C1864902,0.70,1.00,strong,2007,2007,ALL
6566,C4015186,0.60,1.00,NULL,2014,2014,ALL
6567,C0795889,1.00,1.00,definitive,2004,2020,ALL
6571,C0030567,0.60,0.97,NULL,1996,2020,ALL
6584,C0342788,1.00,0.98,definitive,1985,2019,ALL
6591,C0080024,0.73,1.00,NULL,1998,2014,ALL
6591,C1837203,0.70,1.00,strong,1998,2002,ALL
6595,C1303073,0.80,0.93,strong,2012,2020,ALL
6597,C2750074,0.70,1.00,definitive,2000,2014,ALL
6597,C3553249,0.60,1.00,strong,2012,2012,ALL
6598,C0206743,0.70,0.97,definitive,1999,2019,ALL
6598,C1266184,0.80,0.94,definitive,1999,2019,ALL
6598,C1335929,0.80,0.96,strong,2007,2019,ALL
6598,C1836327,0.72,1.00,definitive,1999,2018,ALL
6598,C2750405,0.60,1.00,definitive,1999,2013,ALL
6598,C3553248,0.60,1.00,strong,2012,2015,ALL
6606,C0026847,0.70,0.99,strong,1993,2020,ALL
6606,C0043116,1.00,0.98,strong,1978,2019,ALL
6606,C0152109,1.00,1.00,strong,1995,2017,ALL
6606,C0393538,0.74,1.00,strong,1995,2013,ALL
6607,C0026847,0.70,0.99,strong,1993,2020,ALL
6607,C0043116,0.70,0.97,NULL,1978,2019,ALL
6607,C0152109,0.70,1.00,NULL,1996,2017,ALL
6608,C0025149,0.69,1.00,NULL,2000,2020,ALL
6608,C0795915,0.71,1.00,NULL,2014,2020,ALL
6608,C4721806,0.70,0.96,NULL,1998,2019,ALL
6609,C0028064,0.70,1.00,NULL,1991,2020,ALL
6609,C0268242,0.80,1.00,strong,1991,2020,ALL
6609,C0268243,0.80,1.00,strong,1991,2019,ALL
6611,C0796160,0.80,1.00,definitive,1969,2019,ALL
6616,C4225364,0.60,1.00,strong,2014,2019,ALL
6620,C0752347,0.70,0.93,moderate,2002,2018,ALL
6622,C0030567,0.70,0.98,NULL,1997,2020,ALL
6622,C0752347,0.80,0.97,NULL,1998,2020,ALL
6622,C1868595,0.90,1.00,NULL,1997,2015,ALL
6638,C0032897,0.80,0.97,limited,1992,2019,ALL
6647,C0002736,0.80,0.99,strong,1993,2020,ALL
6647,C0011581,0.62,1.00,NULL,1999,2019,ALL
6647,C0085084,0.70,0.98,NULL,1995,2019,ALL
6647,C1862939,1.00,0.98,strong,1976,2019,ALL
6647,C1862941,0.60,0.97,NULL,1994,2019,ALL
6654,C0028326,1.00,0.97,definitive,1991,2019,ALL
6654,C1853120,0.90,1.00,strong,2007,2013,ALL
6657,C1859773,0.75,1.00,NULL,1996,2018,ALL
6662,C1861922,1.00,0.97,strong,1994,2019,ALL
6662,C1861923,0.69,1.00,NULL,2000,2018,ALL
6663,C1836727,0.93,1.00,NULL,1998,2018,ALL
6663,C2700405,0.70,1.00,NULL,1998,2011,ALL
6663,C2750452,0.90,1.00,definitive,1990,2017,ALL
6663,C3266898,0.60,0.97,strong,1998,2019,ALL
6664,C4014528,0.60,1.00,NULL,2014,2016,ALL
6678,C4225301,0.70,1.00,NULL,2015,2015,ALL
6683,C1866855,1.00,1.00,NULL,1991,2019,ALL
6687,C1846564,0.93,1.00,NULL,1998,2018,ALL
6688,C0023467,0.60,1.00,NULL,1999,2019,ALL
6690,C0238339,0.80,1.00,strong,2000,2018,ALL
6690,C1842402,0.80,0.94,NULL,2002,2019,ALL
6696,C0017638,0.60,1.00,NULL,1995,2019,ALL
6696,C0022650,0.60,1.00,NULL,1993,2019,ALL
6714,C4310789,0.70,1.00,strong,2016,2016,ALL
6716,C0268297,0.80,1.00,strong,1977,2019,ALL
6716,C3669122,0.60,1.00,NULL,1992,2019,ALL
6736,C2748895,0.80,1.00,strong,1992,2019,ALL
6736,C2748896,0.70,1.00,strong,1990,2017,ALL
6757,C0039101,0.70,0.97,NULL,1994,2020,ALL
6760,C0039101,0.60,0.96,NULL,1994,2020,ALL
6768,C1835851,0.75,1.00,NULL,2007,2018,ALL
6770,C0342474,0.80,1.00,NULL,1995,2018,ALL
6772,C0006142,0.60,1.00,NULL,2000,2019,ALL
6772,C3151088,0.70,1.00,NULL,2003,2019,ALL
6772,C3279990,0.70,1.00,NULL,2011,2019,ALL
6772,C4013950,0.70,1.00,NULL,2001,2019,ALL
6774,C0033860,0.70,0.97,NULL,2005,2020,ALL
6774,C1955861,0.60,1.00,NULL,2012,2020,ALL
6774,C2936739,0.80,0.98,NULL,2007,2020,ALL
6774,C3887645,0.80,1.00,strong,2007,2019,ALL
6774,C4014795,0.70,1.00,strong,2014,2017,ALL
6774,C4721531,0.63,1.00,strong,2007,2018,ALL
6775,C0004943,0.67,1.00,NULL,2010,2019,ALL
6775,C0024141,0.70,0.96,NULL,2002,2020,ALL
6777,C1855548,0.70,1.00,NULL,2003,2016,ALL
6778,C1266119,0.60,0.96,NULL,2013,2020,ALL
6786,C0410207,0.70,1.00,NULL,2013,2020,ALL
6786,C1861451,0.80,1.00,NULL,2013,2020,ALL
6786,C2748557,0.72,1.00,strong,2009,2017,ALL
6786,C4011726,0.60,1.00,NULL,2013,2015,ALL
6792,C1839333,0.70,0.97,definitive,2003,2019,ALL
6794,C0009402,0.60,1.00,strong,1998,2019,ALL
6794,C0025202,0.70,1.00,NULL,1999,2018,ALL
6794,C0030297,0.61,1.00,NULL,2004,2015,ALL
6794,C0031269,1.00,0.99,definitive,1997,2019,ALL
6794,C0152013,0.70,1.00,NULL,2002,2019,ALL
6794,C0242379,0.60,1.00,NULL,2003,2020,ALL
6794,C0346647,0.60,1.00,NULL,1999,2019,ALL
6812,C2677326,0.71,1.00,NULL,2008,2018,ALL
6833,C0011860,0.70,0.90,NULL,1995,2018,ALL
6833,C0158981,0.70,1.00,NULL,2000,2019,ALL
6833,C0271714,0.70,1.00,NULL,2004,2004,ALL
6833,C1833104,0.80,1.00,strong,2006,2018,ALL
6833,C1835887,0.90,1.00,NULL,2000,2006,ALL
6833,C2931832,0.70,1.00,NULL,1995,2018,ALL
6855,C3275408,0.70,1.00,strong,2009,2009,ALL
6857,C4748715,0.60,1.00,NULL,2015,2018,ALL
6863,C0030193,0.60,0.96,NULL,1993,2020,ALL
6868,C3280501,0.60,1.00,moderate,2010,2012,ALL
6885,C0265293,0.61,1.00,moderate,2016,2016,ALL
6885,C2931461,0.71,1.00,moderate,2016,2018,ALL
6885,C4310697,0.61,1.00,NULL,2015,2019,ALL
6886,C1961099,0.60,0.98,NULL,1990,2019,ALL
6890,C1858266,0.60,1.00,strong,1999,1999,ALL
6891,C1858266,0.71,1.00,strong,1994,2014,ALL
6898,C0268487,0.80,1.00,definitive,1969,2019,ALL
6899,C0012236,1.00,0.99,NULL,1995,2019,ALL
6899,C0220704,1.00,0.96,NULL,1996,2019,ALL
6899,C1857586,0.61,1.00,moderate,1995,1995,ALL
6901,C0574083,0.80,0.98,strong,1991,2020,ALL
6908,C1846707,0.90,1.00,NULL,2003,2019,ALL
6910,C0265264,1.00,0.95,NULL,1996,2019,ALL
6925,C0036341,0.70,1.00,NULL,1999,2019,ALL
6925,C1970431,1.00,1.00,definitive,2007,2019,ALL
6925,C2750451,0.61,1.00,strong,2011,2015,ALL
6926,C0006142,0.60,0.93,NULL,2004,2019,ALL
6926,C0678222,0.60,0.93,NULL,2004,2017,ALL
6926,C1866994,1.00,1.00,NULL,1997,2020,ALL
6927,C0011854,0.70,1.00,strong,1998,2019,ALL
6927,C0011860,0.90,0.95,strong,1995,2019,ALL
6927,C0206669,0.70,0.97,NULL,2002,2020,ALL
6927,C0279702,0.72,1.00,strong,1994,1999,ALL
6927,C0342276,0.70,0.99,strong,1995,2020,ALL
6927,C1266042,0.60,1.00,NULL,1996,2005,ALL
6927,C1838100,1.00,0.99,strong,1996,2020,ALL
6927,C2239176,0.80,0.93,NULL,1990,2019,ALL
6927,C2675866,0.70,1.00,strong,1997,1999,ALL
6927,C3888631,0.70,1.00,definitive,1996,2019,ALL
6928,C0011860,0.80,0.98,NULL,1998,2019,ALL
6928,C0431693,0.80,1.00,definitive,1997,2019,ALL
6929,C0001768,0.60,1.00,strong,2017,2017,ALL
6934,C0009402,0.70,0.93,NULL,1999,2019,ALL
6934,C0011860,0.70,0.97,NULL,2006,2020,ALL
6935,C2750448,0.70,1.00,NULL,2005,2014,ALL
7003,C1862382,0.73,1.00,NULL,2004,2019,ALL
7010,C1838437,0.73,1.00,NULL,1996,2017,ALL
7010,C4310639,0.60,1.00,NULL,2016,2016,ALL
7012,C0265965,0.70,1.00,NULL,2001,2019,ALL
7012,C3553622,0.60,1.00,strong,2002,2018,ALL
7015,C0002874,0.79,1.00,strong,2005,2013,ALL
7015,C0023467,0.70,1.00,strong,2003,2018,ALL
7015,C0025202,0.70,1.00,strong,2001,2019,ALL
7015,C0265965,0.60,1.00,NULL,2005,2019,ALL
7015,C1800706,0.60,1.00,NULL,2007,2019,ALL
7015,C1846142,0.62,1.00,moderate,2007,2013,ALL
7015,C2239176,0.60,0.98,NULL,1998,2019,ALL
7015,C3151443,0.60,1.00,NULL,2005,2016,ALL
7015,C3553617,0.60,1.00,strong,2005,2016,ALL
7018,C0521802,0.91,1.00,strong,1987,2007,ALL
7019,C4310690,0.60,1.00,moderate,2016,2016,ALL
7020,C0376524,0.80,1.00,NULL,1996,2019,ALL
7036,C1858664,1.00,1.00,NULL,2001,2019,ALL
7037,C4225219,0.70,1.00,NULL,2016,2016,ALL
7038,C0010308,0.60,1.00,strong,1986,2019,ALL
7038,C0342194,0.70,1.00,NULL,1999,2017,ALL
7038,C0677607,0.60,0.96,NULL,1979,2019,ALL
7039,C2239176,0.60,1.00,NULL,1992,2016,ALL
7040,C0004096,0.70,0.98,NULL,1996,2020,ALL
7040,C0010674,0.70,0.95,moderate,2000,2019,ALL
7040,C0011860,0.70,1.00,NULL,2002,2020,ALL
7040,C0011881,0.60,0.99,NULL,1996,2019,ALL
7040,C0011989,0.80,1.00,NULL,2000,2019,ALL
7040,C0016059,0.60,1.00,NULL,1999,2019,ALL
7040,C0020538,0.60,1.00,NULL,1996,2020,ALL
7040,C0022661,0.60,1.00,NULL,1998,2018,ALL
7040,C0024115,0.60,1.00,NULL,2001,2019,ALL
7040,C0024117,0.60,0.91,NULL,1994,2020,ALL
7040,C0027051,0.60,1.00,NULL,1996,2019,ALL
7040,C0029456,0.60,0.96,NULL,1997,2019,ALL
7040,C0034069,0.70,0.98,NULL,1991,2020,ALL
7040,C0521607,0.60,1.00,NULL,1998,2020,ALL
7042,C2697932,0.89,1.00,strong,2012,2018,ALL
7042,C3553762,0.60,1.00,NULL,2012,2018,ALL
7042,C4707243,0.60,1.00,definitive,2012,2014,ALL
7043,C1862511,0.60,1.00,NULL,2015,2015,ALL
7043,C3810012,0.61,1.00,NULL,2013,2015,ALL
7043,C4707243,0.70,1.00,limited,2006,2015,ALL
7045,C0339278,0.80,0.95,strong,1998,2019,ALL
7045,C0521723,0.71,1.00,strong,1998,2016,ALL
7045,C1275685,0.80,1.00,strong,1998,2019,ALL
7045,C1562894,0.75,1.00,strong,1998,2015,ALL
7045,C1641846,0.73,1.00,strong,1998,2011,ALL
7045,C1690006,0.80,0.96,strong,1998,2019,ALL
7046,C1836635,0.73,1.00,NULL,2005,2012,ALL
7046,C2697932,1.00,1.00,definitive,1993,2019,ALL
7046,C4551955,0.70,1.00,NULL,2005,2016,ALL
7046,C4707243,0.60,1.00,definitive,2005,2019,ALL
7048,C0152018,0.61,1.00,NULL,2000,2000,ALL
7048,C0376358,0.60,1.00,NULL,2006,2018,ALL
7048,C0546837,0.60,1.00,NULL,2000,2000,ALL
7048,C1333990,0.60,1.00,NULL,1995,2018,ALL
7048,C1836635,0.73,1.00,NULL,2004,2012,ALL
7048,C1860896,0.60,1.00,NULL,1998,1998,ALL
7048,C2674574,0.70,1.00,NULL,2003,2017,ALL
7048,C2697932,1.00,1.00,strong,2003,2019,ALL
7048,C4707243,0.60,1.00,definitive,2003,2019,ALL
7051,C0020758,0.60,0.96,NULL,1997,2020,ALL
7051,C0079154,1.00,1.00,limited,1994,2019,ALL
7051,C4551630,0.90,1.00,NULL,1995,2017,ALL
7054,C0030567,0.60,0.98,NULL,1989,2020,ALL
7054,C0242422,0.70,1.00,NULL,1992,2019,ALL
7054,C2673535,0.72,1.00,definitive,1964,2018,ALL
7056,C0398623,0.70,0.91,NULL,1991,2019,ALL
7056,C2752036,0.60,1.00,NULL,2009,2013,ALL
7056,C3280976,0.70,1.00,NULL,1995,2015,ALL
7068,C1840364,0.70,1.00,strong,1993,2014,ALL
7068,C2937288,0.72,1.00,strong,1989,2014,ALL
7068,C2940786,0.90,0.97,strong,1990,2019,ALL
7068,C3489796,0.62,1.00,strong,1992,2014,ALL
7068,C4722330,0.70,0.99,strong,1988,2019,ALL
7078,C1850938,1.00,1.00,limited,1994,2019,ALL
7080,C0238463,0.70,0.95,NULL,2001,2019,ALL
7080,C0393584,0.80,0.96,NULL,2002,2018,ALL
7080,C1970269,0.77,1.00,NULL,2002,2018,ALL
7098,C0276226,0.70,0.95,NULL,2007,2019,ALL
7098,C2751803,0.60,1.00,strong,2007,2017,ALL
7099,C0243026,0.60,0.97,NULL,2001,2020,ALL
7099,C0520459,0.60,0.93,NULL,2006,2018,ALL
7124,C0003873,0.70,0.98,NULL,1989,2020,ALL
7124,C0006625,0.60,1.00,NULL,1990,2020,ALL
7124,C0009324,0.60,0.97,NULL,1996,2020,ALL
7124,C0011860,0.60,0.95,NULL,1995,2020,ALL
7124,C0018790,0.60,1.00,NULL,1998,2019,ALL
7124,C0018801,0.60,0.97,NULL,1996,2019,ALL
7124,C0018802,0.60,0.97,NULL,1996,2020,ALL
7124,C0020429,0.60,1.00,NULL,1995,2020,ALL
7124,C0020538,0.60,1.00,NULL,1998,2020,ALL
7124,C0021368,0.60,1.00,NULL,2001,2016,ALL
7124,C0021390,0.60,0.96,NULL,1992,2020,ALL
7124,C0024115,0.60,1.00,NULL,1999,2019,ALL
7124,C0027051,0.60,0.96,NULL,2000,2019,ALL
7124,C0038454,0.60,0.96,NULL,1999,2020,ALL
7124,C0162557,0.60,1.00,NULL,1998,2019,ALL
7124,C0243026,0.60,0.98,NULL,1995,2020,ALL
7124,C0878544,0.60,1.00,NULL,1998,2019,ALL
7128,C0024141,0.70,0.93,NULL,2008,2019,ALL
7128,C4225218,0.71,1.00,NULL,2016,2019,ALL
7132,C1275126,1.00,1.00,strong,1998,2019,ALL
7137,C0007194,0.70,0.99,definitive,1988,2019,ALL
7137,C0007196,0.70,1.00,NULL,2003,2017,ALL
7137,C0878544,0.69,1.00,NULL,2006,2018,ALL
7137,C1860752,0.90,1.00,strong,1997,2019,ALL
7137,C1861861,0.80,1.00,strong,2003,2019,ALL
7137,C2678474,0.70,1.00,strong,2003,2019,ALL
7137,C2750091,0.70,1.00,strong,2003,2019,ALL
7139,C0007193,0.63,1.00,NULL,2000,2019,ALL
7139,C0007194,0.80,0.98,definitive,1991,2018,ALL
7139,C0878544,0.70,1.00,NULL,2004,2019,ALL
7139,C1832243,0.90,1.00,strong,1991,2019,ALL
7139,C1861864,0.90,1.00,strong,1991,2019,ALL
7139,C2676271,0.60,1.00,strong,1991,2019,ALL
7148,C1848029,0.61,1.00,NULL,1997,2017,ALL
7148,C4014831,0.60,1.00,limited,2013,2013,ALL
7157,C0001418,0.70,0.98,NULL,1986,2020,ALL
7157,C0005684,0.60,0.97,NULL,1991,2020,ALL
