geneId,diseaseId,score,ei,el,yearInitial,yearFinal,g_source
2235,C0162568,0.80,0.99,strong,1977,2020,ALL
2235,C4692546,0.60,1.00,NULL,1991,2017,ALL
2243,C0268389,0.70,1.00,strong,1993,2015,ALL
2243,C0272350,0.62,1.00,strong,1993,2018,ALL
2243,C2584774,0.79,0.93,strong,1992,2020,ALL
2243,C4316812,0.62,1.00,strong,1992,2010,ALL
2244,C0272350,0.61,1.00,strong,1992,2015,ALL
2244,C2584774,0.76,1.00,strong,2000,2017,ALL
2244,C4316812,0.63,1.00,strong,2013,2019,ALL
2248,C0006142,0.60,0.96,NULL,1988,2015,ALL
2248,C0678222,0.60,0.97,NULL,1989,2015,ALL
2248,C1853144,0.73,1.00,definitive,1987,2018,ALL
2255,C0158667,0.75,1.00,moderate,2006,2017,ALL
2255,C0265269,0.93,1.00,NULL,1999,2016,ALL
2260,C0006142,0.60,0.98,NULL,1999,2020,ALL
2260,C0010278,0.70,0.94,strong,1995,2018,ALL
2260,C0011581,0.62,1.00,NULL,2003,2018,ALL
2260,C0162809,0.60,0.98,NULL,2003,2019,ALL
2260,C0220658,0.90,1.00,NULL,1994,2020,ALL
2260,C0406612,0.74,1.00,NULL,2009,2020,ALL
2260,C0432122,0.61,1.00,strong,2000,2006,ALL
2260,C0432283,0.73,1.00,NULL,2003,2020,ALL
2260,C0678222,0.60,0.98,NULL,1994,2020,ALL
2260,C0795998,0.71,1.00,strong,2000,2017,ALL
2260,C1563720,0.72,0.97,strong,1994,2017,ALL
2261,C0001080,1.00,0.97,definitive,1994,2020,ALL
2261,C0005684,0.80,0.98,NULL,1999,2019,ALL
2261,C0005695,0.60,0.98,NULL,2001,2019,ALL
2261,C0009402,0.66,1.00,NULL,2000,2018,ALL
2261,C0026764,0.70,0.97,NULL,1997,2019,ALL
2261,C0039743,0.60,1.00,NULL,1995,2019,ALL
2261,C0152013,0.65,1.00,NULL,2013,2018,ALL
2261,C0265269,0.72,1.00,NULL,1995,2017,ALL
2261,C0334082,0.69,1.00,NULL,2006,2017,ALL
2261,C0410529,0.80,0.97,NULL,1995,2020,ALL
2261,C1300257,0.80,0.94,strong,1995,2018,ALL
2261,C1864436,1.00,1.00,NULL,1994,2019,ALL
2261,C1864852,0.71,1.00,NULL,1995,2016,ALL
2261,C1868678,0.80,1.00,NULL,1994,2019,ALL
2261,C2674173,0.80,1.00,NULL,1996,2018,ALL
2261,C2677099,0.78,1.00,NULL,1994,2018,ALL
2263,C0001193,0.80,0.98,NULL,1994,2019,ALL
2263,C0006142,0.70,0.94,NULL,1991,2020,ALL
2263,C0010273,0.70,1.00,NULL,1994,2019,ALL
2263,C0010278,0.70,0.96,strong,1995,2019,ALL
2263,C0024623,0.70,0.96,NULL,1996,2019,ALL
2263,C0038356,0.62,1.00,NULL,2007,2012,ALL
2263,C0175699,0.74,1.00,strong,1997,2016,ALL
2263,C0220658,1.00,0.98,NULL,1994,2019,ALL
2263,C0265269,0.73,1.00,strong,1996,2019,ALL
2263,C0476089,0.70,0.96,NULL,2007,2019,ALL
2263,C0699791,0.60,0.96,strong,1996,2019,ALL
2263,C0795998,0.76,1.00,strong,1994,2017,ALL
2263,C1510455,0.88,1.00,NULL,1997,2013,ALL
2263,C1852406,0.97,1.00,NULL,1994,2017,ALL
2263,C1865070,0.70,1.00,strong,1996,2016,ALL
2263,C2931196,0.80,1.00,NULL,1994,2019,ALL
2263,C2936791,0.74,1.00,NULL,1996,2017,ALL
2263,C3281247,0.73,1.00,strong,2006,2019,ALL
2264,C0376358,0.60,0.93,NULL,2004,2016,ALL
2271,C0342770,0.74,1.00,NULL,1990,2019,ALL
2271,C0740457,0.60,0.97,strong,2002,2020,ALL
2271,C1708350,0.80,0.97,NULL,1994,2020,ALL
2273,C2678055,0.78,1.00,NULL,2008,2018,ALL
2273,C2678061,0.71,1.00,NULL,2008,2018,ALL
2273,C4225159,0.60,1.00,NULL,1995,2018,ALL
2273,C4225423,0.60,1.00,NULL,2008,2018,ALL
2290,C3150705,0.79,1.00,NULL,2008,2019,ALL
2296,C0344559,0.62,1.00,strong,1998,2008,ALL
2296,C2678503,0.70,1.00,NULL,1998,2017,ALL
2303,C0265345,0.80,1.00,NULL,2000,2018,ALL
2305,C2239176,0.60,1.00,NULL,1992,2019,ALL
2308,C0206655,0.80,0.99,limited,1995,2019,ALL
2312,C0013595,0.70,0.96,moderate,2005,2020,ALL
2312,C0079584,0.70,1.00,NULL,1985,2019,ALL
2313,C0553580,0.60,0.99,NULL,1993,2019,ALL
2313,C4479515,0.70,1.00,NULL,2013,2017,ALL
2316,C0025237,0.68,1.00,strong,2003,2018,ALL
2316,C0262436,0.61,1.00,strong,2006,2007,ALL
2316,C0265251,0.62,1.00,strong,2003,2017,ALL
2316,C0265293,0.70,1.00,strong,2003,2018,ALL
2316,C1844696,0.70,0.92,NULL,2003,2017,ALL
2316,C1845902,0.60,1.00,strong,2004,2007,ALL
2316,C1846129,0.61,1.00,strong,2003,2017,ALL
2316,C1848213,0.81,1.00,strong,1998,2013,ALL
2316,C1868720,0.70,0.98,NULL,1998,2019,ALL
2317,C0175778,0.80,1.00,NULL,2004,2017,ALL
2317,C0265283,0.76,1.00,NULL,2004,2017,ALL
2317,C0432201,0.75,1.00,NULL,2004,2018,ALL
2317,C1848934,0.87,1.00,NULL,2004,2018,ALL
2317,C3668942,0.71,1.00,NULL,2004,2006,ALL
2318,C1836050,0.91,1.00,definitive,1998,2018,ALL
2318,C3279722,0.70,1.00,strong,2005,2016,ALL
2318,C4310749,0.70,1.00,strong,2011,2016,ALL
2321,C0006142,0.60,1.00,NULL,1999,2019,ALL
2321,C0032914,0.60,1.00,NULL,2004,2017,ALL
2322,C0023467,1.00,0.99,NULL,1992,2020,ALL
2322,C1961102,0.80,1.00,NULL,2004,2020,ALL
2324,C1704423,0.80,1.00,NULL,1998,2019,ALL
2324,C1865871,0.60,1.00,NULL,2002,2002,ALL
2332,C0016667,1.00,0.99,definitive,1991,2020,ALL
2332,C1839780,0.90,1.00,NULL,2003,2019,ALL
2332,C4552079,0.60,1.00,NULL,2003,2019,ALL
2335,C0006142,0.60,1.00,NULL,1997,2020,ALL
2335,C0011881,0.60,0.96,NULL,1996,2019,ALL
2335,C0432221,0.70,1.00,NULL,2017,2019,ALL
2335,C1866075,0.70,1.00,strong,2008,2008,ALL
2348,C2751584,0.79,0.95,definitive,1991,2019,ALL
2395,C0016719,0.90,1.00,definitive,1976,2020,ALL
2395,C1856689,0.80,0.98,NULL,1997,2020,ALL
2475,C0279702,0.60,0.98,NULL,2005,2020,ALL
2475,C1621958,0.60,0.97,NULL,2005,2019,ALL
2475,C1846385,0.74,1.00,strong,2015,2018,ALL
2475,C4225259,0.72,1.00,strong,2015,2019,ALL
2492,C0085083,0.80,0.96,NULL,2003,2019,ALL
2492,C0949595,0.75,1.00,strong,1995,2016,ALL
2512,C1833213,0.80,1.00,NULL,1990,2019,ALL
2512,C1853578,0.80,0.97,NULL,1990,2019,ALL
2512,C3810090,0.70,1.00,NULL,2009,2013,ALL
2516,C2751825,0.70,1.00,NULL,2000,2016,ALL
2516,C3151406,0.70,1.00,NULL,2010,2015,ALL
2516,C3489793,0.70,1.00,NULL,1999,2017,ALL
2521,C0002736,0.70,0.98,NULL,2009,2020,ALL
2521,C0206634,0.60,1.00,NULL,1993,2019,ALL
2521,C3539195,0.60,1.00,NULL,2009,2014,ALL
2538,C0017920,0.90,1.00,NULL,1983,2020,ALL
2538,C2919796,0.70,1.00,NULL,1993,2020,ALL
2539,C0002878,0.60,1.00,strong,1973,2019,ALL
2539,C0015702,0.60,1.00,NULL,1971,2018,ALL
2539,C2720289,0.70,1.00,strong,1969,2019,ALL
2548,C0017921,1.00,0.99,definitive,1965,2019,ALL
2548,C0342751,0.60,0.98,limited,1976,2019,ALL
2548,C0751173,0.61,1.00,NULL,2001,2011,ALL
2562,C2677087,0.60,1.00,strong,2008,2017,ALL
2562,C4310712,0.60,1.00,NULL,2013,2017,ALL
2566,C1843244,0.60,1.00,strong,2001,2018,ALL
2571,C0005586,0.60,1.00,NULL,2000,2017,ALL
2571,C2751938,0.70,1.00,NULL,2004,2004,ALL
2581,C0023521,1.00,1.00,NULL,1970,2020,ALL
2588,C0026707,0.90,1.00,NULL,1980,2016,ALL
2588,C0086651,0.80,1.00,NULL,1988,2019,ALL
2592,C0016952,0.80,0.96,NULL,1970,2019,ALL
2592,C0268151,0.80,0.99,strong,1970,2020,ALL
2623,C0040034,0.90,0.95,strong,1995,2020,ALL
2623,C1260899,0.70,1.00,strong,1996,2019,ALL
2623,C1839161,0.70,1.00,strong,1977,2014,ALL
2623,C3550789,0.70,1.00,NULL,2000,2018,ALL
2623,C3550856,0.70,1.00,strong,2000,2018,ALL
2624,C0023467,0.80,0.97,NULL,1994,2020,ALL
2624,C3279664,0.77,1.00,NULL,2010,2018,ALL
2624,C3280030,0.80,1.00,definitive,1994,2019,ALL
2624,C3463824,0.80,0.98,NULL,2002,2019,ALL
2625,C0006142,0.60,0.95,NULL,1999,2020,ALL
2625,C1840333,1.00,0.96,definitive,1995,2019,ALL
2626,C0039685,0.80,0.95,NULL,2006,2018,ALL
2626,C1842778,0.90,1.00,NULL,2003,2016,ALL
2626,C3280777,0.60,1.00,NULL,2009,2012,ALL
2626,C3280781,0.60,1.00,NULL,2003,2007,ALL
2626,C3809858,0.70,1.00,NULL,2011,2011,ALL
2627,C0039685,0.73,1.00,NULL,2010,2014,ALL
2627,C1857586,0.60,1.00,NULL,2009,2016,ALL
2627,C3280943,0.60,1.00,NULL,2010,2010,ALL
2627,C4012454,0.70,1.00,NULL,2010,2017,ALL
2629,C0017205,0.90,0.99,strong,1973,2020,ALL
2629,C0268250,0.93,1.00,NULL,1984,2019,ALL
2629,C0268251,0.77,1.00,NULL,1984,2019,ALL
2629,C1842704,0.70,1.00,strong,1984,2016,ALL
2629,C1856476,0.70,1.00,strong,1984,2016,ALL
2629,C1961835,1.00,0.98,NULL,1983,2020,ALL
2629,C3160718,0.69,1.00,NULL,2012,2020,ALL
2639,C0268595,1.00,1.00,definitive,1988,2020,ALL
2643,C0013421,0.70,0.98,NULL,1991,2019,ALL
2643,C0268467,0.75,1.00,NULL,1994,2019,ALL
2643,C1851920,0.80,0.94,NULL,1989,2019,ALL
2645,C0011860,0.90,0.95,strong,1992,2020,ALL
2645,C0342276,0.70,0.98,strong,1992,2020,ALL
2645,C0342277,1.00,1.00,strong,1992,2019,ALL
2645,C1833104,0.80,1.00,strong,2001,2019,ALL
2645,C1865290,0.70,1.00,strong,1998,2017,ALL
2660,C2931112,0.60,1.00,NULL,1997,2009,ALL
2668,C0019569,0.70,1.00,NULL,1996,2013,ALL
2668,C1275808,0.60,1.00,limited,1998,1998,ALL
2668,C3150974,0.60,1.00,moderate,1996,2002,ALL
2670,C0270726,1.00,0.97,NULL,1976,2020,ALL
2678,C0268524,0.60,1.00,limited,2014,2018,ALL
2688,C0271567,0.75,1.00,strong,1996,2019,ALL
2688,C0342573,0.72,1.00,strong,1993,2012,ALL
2688,C1849779,0.71,1.00,NULL,1996,2007,ALL
2688,C2748571,0.60,1.00,strong,2003,2012,ALL
2690,C0271568,1.00,0.98,NULL,1987,2020,ALL
2692,C4722273,0.61,1.00,strong,1996,2003,ALL
2693,C1858656,0.70,1.00,strong,2006,2009,ALL
2694,C1394891,0.72,1.00,NULL,2004,2015,ALL
2697,C0003811,0.70,0.97,NULL,2006,2019,ALL
2697,C0020538,0.61,1.00,NULL,2006,2017,ALL
2697,C0152101,0.70,1.00,NULL,2001,2009,ALL
2697,C0812437,1.00,1.00,NULL,1975,2019,ALL
2697,C1861366,0.72,1.00,strong,2003,2013,ALL
2697,C2749477,0.60,1.00,strong,2007,2016,ALL
2697,C2931244,0.70,1.00,strong,2013,2013,ALL
2697,C3151468,0.62,1.00,strong,2006,2019,ALL
2697,C4479619,0.60,1.00,strong,2006,2015,ALL
2697,C4551854,0.60,1.00,NULL,2001,2011,ALL
2705,C0011195,0.63,1.00,NULL,1996,2005,ALL
2705,C0393808,1.00,1.00,NULL,1993,2019,ALL
2706,C0018784,0.70,0.97,NULL,1994,2020,ALL
2706,C0265336,1.00,1.00,NULL,1991,2019,ALL
2706,C0265964,0.80,1.00,NULL,1997,2019,ALL
2706,C0266004,0.72,1.00,NULL,1997,2019,ALL
2706,C1835672,0.73,1.00,NULL,1997,2019,ALL
2706,C1865234,0.71,1.00,NULL,1997,2019,ALL
2706,C2673759,0.90,1.00,NULL,1997,2019,ALL
2706,C2675750,0.70,1.00,NULL,1997,2019,ALL
2706,C3665333,0.60,1.00,NULL,1990,2019,ALL
2717,C0002986,1.00,0.99,definitive,1967,2020,ALL
2719,C0027708,0.80,0.94,NULL,1997,2019,ALL
2719,C0796154,1.00,0.96,definitive,1995,2019,ALL
2719,C2239176,0.60,0.98,NULL,1997,2020,ALL
2720,C0085131,0.70,0.99,NULL,1975,2019,ALL
2720,C0086652,0.80,1.00,strong,1977,2018,ALL
2720,C0268271,0.76,0.98,strong,1979,2017,ALL
2720,C0268272,0.73,1.00,strong,1991,2018,ALL
2720,C0268273,0.72,1.00,NULL,1984,2017,ALL
2729,C1856603,0.70,1.00,strong,1996,2016,ALL
2735,C1395852,0.70,1.00,strong,2019,2019,ALL
2736,C0079541,0.70,1.00,strong,2003,2019,ALL
2736,C1835819,0.70,1.00,NULL,2003,2015,ALL
2736,C4014479,0.71,1.00,NULL,2003,2019,ALL
2737,C0152427,0.70,1.00,strong,1999,2019,ALL
2737,C0265220,0.90,1.00,NULL,1997,2019,ALL
2737,C0265306,1.00,0.92,strong,1991,2019,ALL
2737,C0342418,0.63,1.00,strong,2008,2019,ALL
2737,C1868111,0.70,1.00,strong,2015,2019,ALL
2737,C3887487,0.62,1.00,strong,1999,2015,ALL
2737,C4282400,0.71,1.00,strong,1997,2019,ALL
2752,C1864910,0.72,1.00,limited,1966,2019,ALL
2767,C0025202,0.70,1.00,NULL,1989,2019,ALL
2767,C0220633,0.80,0.98,NULL,2010,2019,ALL
2767,C1840347,0.70,1.00,strong,2013,2016,ALL
2767,C3809243,0.80,1.00,strong,2013,2017,ALL
2775,C3809606,0.91,1.00,strong,2013,2019,ALL
2775,C4479569,0.61,1.00,NULL,2013,2018,ALL
2776,C0025202,0.70,0.97,NULL,1989,2019,ALL
2776,C0038505,0.80,1.00,NULL,2013,2019,ALL
2776,C0220633,0.80,0.98,NULL,2008,2019,ALL
2776,C0235752,0.66,1.00,NULL,2013,2020,ALL
2778,C0016065,0.65,1.00,NULL,1991,2017,ALL
2778,C0033806,0.70,0.96,NULL,1991,2019,ALL
2778,C0033835,1.00,1.00,strong,1998,2018,ALL
2778,C0242292,0.80,0.97,NULL,1991,2019,ALL
2778,C0334041,0.80,0.96,strong,2000,2019,ALL
2778,C1857451,0.70,1.00,strong,1997,2003,ALL
2778,C1864100,0.80,0.96,strong,1997,2017,ALL
2778,C2931404,0.80,0.94,strong,1990,2019,ALL
2778,C2932715,0.70,1.00,strong,2002,2019,ALL
2778,C2932716,0.73,1.00,strong,2002,2017,ALL
2778,C3494506,0.80,0.96,strong,1991,2019,ALL
2796,C0271623,0.65,1.00,NULL,1977,2019,ALL
2796,C1856897,0.90,1.00,NULL,1977,2013,ALL
2798,C0271623,0.70,0.97,NULL,1999,2018,ALL
2798,C0342384,1.00,0.98,strong,1997,2018,ALL
2811,C0005129,1.00,1.00,NULL,1990,2020,ALL
2811,C1280798,0.80,1.00,strong,1991,2019,ALL
2811,C3277076,0.60,1.00,NULL,2001,2001,ALL
2821,C3150730,0.70,1.00,NULL,1977,2018,ALL
2879,C1855229,0.72,1.00,moderate,2014,2018,ALL
2891,C0038220,0.72,1.00,moderate,2009,2019,ALL
2896,C0338451,0.90,0.98,strong,2006,2020,ALL
2896,C1843792,0.98,1.00,moderate,2006,2018,ALL
2896,C3539123,0.70,1.00,NULL,2006,2017,ALL
2902,C3280282,0.70,1.00,strong,2011,2017,ALL
2902,C4693325,0.60,1.00,strong,2013,2017,ALL
2903,C0282512,0.64,1.00,NULL,2013,2018,ALL
2903,C3806402,0.60,1.00,strong,2010,2017,ALL
2904,C0036341,0.70,0.97,NULL,2000,2020,ALL
2904,C3151411,0.70,1.00,strong,2010,2017,ALL
2904,C4015316,0.70,1.00,strong,2014,2017,ALL
2908,C0005586,0.60,1.00,NULL,2004,2017,ALL
2908,C0041696,0.60,1.00,NULL,2004,2020,ALL
2908,C1841972,0.80,0.95,strong,1991,2020,ALL
2911,C3553816,0.90,1.00,NULL,2006,2015,ALL
2911,C4521563,0.61,1.00,NULL,2017,2019,ALL
2915,C0036341,0.60,1.00,NULL,2001,2020,ALL
2932,C0002395,0.70,0.98,NULL,2000,2020,ALL
2934,C1622345,0.71,1.00,strong,1983,2013,ALL
2950,C0024121,0.60,1.00,NULL,2002,2009,ALL
2956,C0009402,0.60,0.97,strong,1988,2020,ALL
2956,C0009405,0.64,1.00,definitive,1991,2017,ALL
2956,C0265325,0.80,0.97,definitive,1997,2019,ALL
2956,C0476089,0.80,0.97,NULL,1999,2020,ALL
2956,C1333990,0.80,0.99,definitive,1988,2020,ALL
2956,C1833477,0.70,1.00,NULL,1994,2017,ALL
2956,C4552100,0.70,0.98,definitive,1988,2020,ALL
2990,C0085132,1.00,1.00,strong,1973,2019,ALL
3000,C1536451,0.61,1.00,NULL,2012,2012,ALL
3000,C1866293,0.98,1.00,limited,1996,2020,ALL
3000,C2931258,1.00,0.98,NULL,1995,2020,ALL
3000,C4551884,0.60,1.00,NULL,2012,2012,ALL
3039,C0002312,0.80,0.99,strong,1979,2019,ALL
3039,C0700299,0.60,1.00,strong,1991,1991,ALL
3039,C3161174,0.60,0.97,strong,1979,2017,ALL
3040,C0002312,0.80,0.99,strong,1971,2019,ALL
3040,C0700299,0.60,1.00,strong,1991,1991,ALL
3040,C3161174,0.60,0.97,strong,1979,2018,ALL
3043,C0002875,0.70,1.00,NULL,1979,2019,ALL
3043,C0002895,0.80,0.99,NULL,1957,2020,ALL
3043,C0005283,0.80,0.99,strong,1961,2019,ALL
3043,C0019025,0.60,0.96,NULL,1979,2017,ALL
3043,C0700299,0.60,1.00,strong,2010,2010,ALL
3043,C1858990,0.70,1.00,strong,2010,2011,ALL
3048,C3151421,0.71,1.00,NULL,1989,2015,ALL
3060,C0027404,0.70,0.96,NULL,1999,2019,ALL
3060,C1834372,0.70,1.00,limited,2000,2000,ALL
3064,C0020179,1.00,0.99,limited,1993,2020,ALL
3064,C4479491,0.60,1.00,moderate,2016,2016,ALL
3066,C0024117,0.60,1.00,NULL,2004,2019,ALL
3073,C0039373,1.00,1.00,NULL,1982,2019,ALL
3075,C0017662,0.60,1.00,NULL,1994,2015,ALL
3075,C0268743,0.70,1.00,strong,1994,2016,ALL
3075,C0398777,0.80,0.95,strong,1990,2016,ALL
3075,C0730295,0.65,1.00,strong,2007,2016,ALL
3075,C1853147,0.90,1.00,strong,2003,2015,ALL
3075,C2749604,0.60,1.00,strong,1998,2016,ALL
3075,C2931788,0.70,0.98,NULL,1999,2019,ALL
3077,C0002395,0.70,0.96,strong,2001,2018,ALL
3077,C0018995,0.60,0.98,moderate,1987,2019,ALL
3077,C0162566,0.60,0.97,strong,1996,2019,ALL
3077,C0392514,0.70,0.98,NULL,1991,2020,ALL
3077,C3469186,0.90,0.98,NULL,1987,2019,ALL
3082,C1842342,0.60,1.00,moderate,2016,2016,ALL
3091,C0018801,0.60,1.00,NULL,2005,2019,ALL
3091,C0018802,0.60,1.00,NULL,2005,2019,ALL
3091,C0020538,0.60,0.97,NULL,2002,2019,ALL
3098,C1854449,0.70,1.00,strong,2000,2017,ALL
3098,C3150343,0.70,1.00,strong,1995,2017,ALL
3098,C4479526,0.70,1.00,moderate,2014,2017,ALL
3106,C0004943,0.70,0.94,NULL,1980,2019,ALL
3106,C0038325,0.70,0.99,NULL,2004,2020,ALL
3119,C0027404,0.80,0.96,limited,1996,2019,ALL
3119,C0751362,0.70,0.93,NULL,2003,2014,ALL
3123,C0036202,0.70,0.94,NULL,1994,2019,ALL
3145,C0162565,1.00,0.98,strong,1974,2020,ALL
3146,C0027051,0.60,0.93,NULL,2011,2019,ALL
3146,C0243026,0.60,0.96,NULL,2004,2020,ALL
3156,C0020443,0.60,1.00,NULL,1978,2019,ALL
3159,C0011860,0.70,0.93,NULL,2005,2018,ALL
3162,C0011860,0.60,0.95,NULL,2002,2019,ALL
3162,C0020538,0.60,0.95,NULL,1997,2019,ALL
3162,C0024117,0.70,0.90,NULL,2005,2020,ALL
3169,C0006142,0.60,0.99,NULL,2004,2019,ALL
3169,C0678222,0.60,0.99,NULL,2004,2019,ALL
3172,C0011860,1.00,0.94,NULL,1992,2019,ALL
3172,C0342276,0.70,0.96,strong,1995,2020,ALL
3172,C1852093,1.00,1.00,NULL,1977,2019,ALL
3172,C3888631,0.60,0.96,definitive,1996,2019,ALL
3172,C4014962,0.70,1.00,NULL,2010,2019,ALL
3178,C3715156,0.60,1.00,NULL,2013,2016,ALL
3190,C4225274,0.72,1.00,NULL,2009,2020,ALL
3239,C0220664,0.70,1.00,NULL,2003,2014,ALL
3239,C1853137,0.71,1.00,NULL,2003,2014,ALL
3239,C1861348,0.71,1.00,NULL,2003,2014,ALL
3239,C1862102,0.70,1.00,NULL,2003,2014,ALL
3239,C2699746,1.00,0.98,NULL,1993,2019,ALL
3240,C0004153,0.60,1.00,NULL,1990,2017,ALL
3240,C0011854,0.60,1.00,NULL,1995,2020,ALL
3240,C0011860,0.60,0.98,NULL,1986,2019,ALL
3242,C0268623,0.94,1.00,moderate,1972,2012,ALL
3242,C2931042,0.73,1.00,NULL,2000,2016,ALL
3248,C0029411,0.60,1.00,NULL,2008,2019,ALL
3248,C0345408,0.70,1.00,NULL,2008,2015,ALL
3248,C2678439,0.71,1.00,limited,2008,2015,ALL
3248,C4551679,0.71,1.00,NULL,2008,2017,ALL
3251,C0023374,1.00,0.99,definitive,1971,2020,ALL
3251,C0268117,0.80,1.00,strong,1983,2017,ALL
3257,C2931875,0.94,1.00,definitive,1978,2018,ALL
3265,C0005684,0.70,1.00,NULL,1983,2018,ALL
3265,C0005695,0.60,1.00,NULL,1983,2018,ALL
3265,C0006142,0.60,0.91,NULL,1986,2018,ALL
3265,C0007137,0.60,1.00,NULL,1986,2016,ALL
3265,C0025202,0.80,1.00,NULL,1984,2018,ALL
3265,C0027819,0.60,0.93,NULL,1988,2016,ALL
3265,C0028326,0.64,1.00,"no reported evidence",2006,2018,ALL
3265,C0265329,0.71,1.00,strong,2005,2014,ALL
3265,C0587248,1.00,0.97,definitive,1982,2020,ALL
3265,C0678222,0.60,0.92,NULL,1986,2016,ALL
3265,C0699885,0.70,1.00,NULL,1983,2018,ALL
3265,C4552097,0.72,1.00,limited,2012,2017,ALL
3290,C0028754,0.60,0.97,NULL,2002,2019,ALL
3291,C0020538,0.70,0.96,NULL,1995,2019,ALL
3291,C3887949,0.80,0.98,strong,1995,2019,ALL
3313,C0002896,0.60,1.00,strong,2015,2015,ALL
3313,C4225180,0.72,1.00,NULL,1999,2019,ALL
3313,C4225428,0.60,1.00,NULL,2015,2015,ALL
3315,C1847823,0.76,1.00,strong,2004,2018,ALL
3315,C2608087,0.70,1.00,strong,2004,2017,ALL
3329,C1854467,0.92,1.00,NULL,1975,2016,ALL
3329,C2677109,0.73,1.00,NULL,2002,2018,ALL
3339,C0036391,0.88,1.00,strong,1999,2020,ALL
3339,C1857100,0.83,1.00,NULL,1999,2018,ALL
3339,C4551479,0.93,1.00,NULL,1999,2018,ALL
3356,C0001973,0.70,1.00,NULL,1999,2014,ALL
3356,C0011570,0.60,1.00,NULL,1998,2020,ALL
3356,C1269683,0.60,1.00,NULL,2000,2019,ALL
3371,C3810170,0.70,1.00,moderate,2013,2013,ALL
3383,C0004096,0.60,1.00,NULL,1995,2019,ALL
3383,C0009324,0.60,0.93,NULL,1995,2018,ALL
3383,C0024530,0.60,1.00,NULL,1993,2019,ALL
3394,C3808589,0.70,1.00,strong,2011,2011,ALL
3394,C4016741,0.70,1.00,strong,2011,2017,ALL
3416,C0002395,0.60,0.96,NULL,2000,2019,ALL
3417,C0014084,0.79,1.00,NULL,2011,2019,ALL
3417,C0017638,0.70,0.98,NULL,2008,2020,ALL
3417,C0023467,0.70,0.97,NULL,2009,2020,ALL
3417,C0024454,0.70,1.00,NULL,2011,2019,ALL
3417,C0206698,0.60,1.00,NULL,2012,2020,ALL
3417,C3553958,0.61,1.00,strong,2011,2011,ALL
3418,C0014084,0.77,1.00,NULL,2011,2019,ALL
3418,C0023467,0.70,0.96,NULL,2010,2019,ALL
3418,C0024454,0.65,1.00,NULL,2011,2016,ALL
3418,C0028945,0.60,1.00,NULL,2009,2019,ALL
3418,C3150909,0.61,1.00,NULL,2010,2018,ALL
3423,C0026705,1.00,0.99,definitive,1991,2019,ALL
3425,C0023786,0.90,1.00,strong,1992,2020,ALL
3425,C0026708,0.76,1.00,strong,1992,2020,ALL
3425,C0086431,0.77,1.00,strong,1992,2020,ALL
3425,C0086795,0.80,0.99,NULL,1973,2020,ALL
3458,C0002874,0.90,1.00,limited,1992,2020,ALL
3458,C0011854,0.60,1.00,NULL,1994,2019,ALL
3458,C0243026,0.60,1.00,NULL,1998,2019,ALL
3459,C4011949,0.60,1.00,strong,1997,2019,ALL
3459,C4014863,0.70,1.00,strong,1998,1998,ALL
3479,C0006142,0.60,0.96,NULL,1986,2020,ALL
3479,C0020538,0.60,0.93,NULL,1993,2020,ALL
3479,C0033578,0.60,1.00,NULL,2002,2019,ALL
3479,C1837475,0.80,1.00,strong,1993,2020,ALL
3480,C0015934,0.70,1.00,NULL,1991,2019,ALL
3480,C1849157,0.70,0.98,strong,2001,2019,ALL
3481,C0004903,0.60,0.96,NULL,1986,2019,ALL
3481,C0015934,0.90,1.00,NULL,1992,2019,ALL
3481,C0175693,0.70,1.00,strong,2006,2020,ALL
3481,C0206624,0.70,1.00,NULL,1993,2013,ALL
3481,C2239176,0.70,0.99,NULL,1989,2020,ALL
3481,C4225307,0.60,1.00,strong,2015,2015,ALL
3482,C2239176,0.70,1.00,NULL,1995,2019,ALL
3483,C0034012,0.60,1.00,NULL,2004,2007,ALL
3483,C3900122,0.70,1.00,NULL,2004,2016,ALL
3551,C4747743,0.60,1.00,strong,2013,2014,ALL
3553,C0002395,0.60,0.97,NULL,1989,2020,ALL
3553,C0009319,0.60,1.00,NULL,2000,2020,ALL
3553,C0009324,0.60,0.96,NULL,1992,2020,ALL
3553,C0015967,0.60,0.98,NULL,1986,2019,ALL
3553,C0020429,0.60,1.00,NULL,1995,2019,ALL
3553,C0020538,0.60,0.96,NULL,1994,2019,ALL
3553,C0027051,0.60,1.00,NULL,2001,2020,ALL
3553,C0032285,0.60,0.98,NULL,1995,2020,ALL
3553,C0034069,0.60,1.00,NULL,2005,2019,ALL
3557,C2748507,0.74,1.00,strong,2009,2017,ALL
3561,C1279481,0.80,0.97,strong,1989,2019,ALL
3565,C0004096,0.60,0.96,NULL,1992,2020,ALL
3565,C0011615,0.60,0.98,NULL,1994,2020,ALL
3567,C0004096,0.70,0.97,NULL,1991,2020,ALL
3567,C0014457,0.60,0.97,NULL,1990,2020,ALL
3569,C0004096,0.60,0.96,NULL,1992,2020,ALL
3569,C0006625,0.60,0.96,NULL,1997,2020,ALL
3569,C0015967,0.70,0.97,NULL,1995,2020,ALL
3569,C0018801,0.60,1.00,NULL,2000,2019,ALL
3569,C0018802,0.60,1.00,NULL,2000,2019,ALL
3569,C0028754,0.60,0.97,NULL,2001,2019,ALL
3569,C0041696,0.60,1.00,NULL,1994,2019,ALL
3575,C1837028,0.70,1.00,NULL,1998,2016,ALL
